"0460","2880","36","M","44023"
"0461","2665","65","M","41858"
"0462","2700","58","M","34854"
"0463","2680","43","M","41755"
"0464","3520","56","M","35856"
"0465","4293","38","M",""
"0466","2650","48","M","33523"
"0467","2980","45","M",""
"0468","2680","67","M","43805"
"0469","2660","45","M","35452"
"0470","4293","57","M","34838"
"0471","2605","68","M","31714"
"0472","2700","60","M","31827"
"0473","2300","","M","35526"
"0474","2630","59","M",""
"0475","4500","60","M","35204"
"0476","2720","48","M","51800"
"0477","4500","46","M",""
"0478","4690","52","M","35911"
"0479","2100","66","M",""
"0480","2990","57","M",""
"0481","2200","65","M",""
"0482","2640","48","M","40937"
"0483","2650","54","M","34728"
"0484","2000","71","M",""
"0485","2800","51","M","41042"
"0486","2500","59","M","32617"
"0487","8981","56","M","41125"
"0488","7330","53","M","35409"
"0489","1973","34","M","41414"
"0490","2000","60","M","33756"
"0491","2680","49","M","42115"
"0492","4000","43","M","44305"
"0493","4780","59","M","35933"
"0494","4652","25","M","32858"
"0495","4000","49","M","33600"
"0496","2670","54","M",""
"0497","3650","64","M",""
"0498","2300","48","M",""
"0499","2500","70","M",""
"0500","2400","49","M","33034"
"0501","2500","40","M","33833"
"0502","2740","46","M","42048"
"0503","5620","50","M","32900"
"0504","3000","50","M","40808"
"0505","3060","36","M","32926"
"0506","3060","44","M",""
"0507","3060","56","M","30842"
"0508","3060","45","M","42250"
"0509","3060","57","M","33233"
"0510","3060","62","M","33546"
"0511","4700","63","M","43035"
"0512","2630","50","M","25711"
"0513","2920","55","M","31135"
"0514","4200","58","M","44035"
"0515","5874","51","M","34003"
"0516","4600","38","M","35744"
"0517","2600","53","M","34925"
"0518","2600","52","M","35121"
"0519","3450","46","M","31527"
"0520","7000","57","M",""
"0521","7120","49","M",""
"0522","5000","65","M",""
"0523","7000","64","M","40834"
"0524","7000","57","M","40716"
"0525","7000","60","M","43452"
"0526","5000","61","M","24935"
"0527","7000","49","M","41007"
"0528","7000","62","M","42938"
"0529","7100","62","M","34851"
"0530","5250","52","M","33554"
"0531","7100","67","M","35904"
"0532","7000","57","M","35258"
"0533","7000","68","M","31050"
"0534","7000","70","M",""
"0535","8722","55","M","34250"
"0536","7120","54","K","34151"
"0537","7400","50","K","41715"
"0538","8000","66","K","33805"
"0539","5250","44","K","40509"
"0540","3050","60","K","43906"
"0541","2670","64","K","42604"
"0542","3540","52","K","35316"
"0543","2740","69","K","41034"
"0544","2665","44","K","40232"
"0545","5610","49","K","50719"
"0546","4000","54","K",""
"0547","8260","56","K","35625"
"0548","7120","54","M",""
"0549","4700","67","M","35856"
"0550","3450","54","M","34400"
"0551","3450","50","M",""
"0552","4736","77","M","40816"
"0553","4736","49","M","42632"
"0554","5250","45","M","34216"
"0555","5683","50","M","41951"
"0556","5260","57","M","24108"
"0557","3630","70","M","33104"
"0559","2000","69","M",""
"0560","2980","56","M","33155"
"0561","2980","62","M","25115"
"0562","7400","67","M","32412"
"0563","1300","48","M","51924"
"0564","5230","51","M","31734"
"0565","8382","61","M","33723"
"0566","7120","46","M","41834"
"0567","7130","51","M","32915"
"0568","3480","44","M","40659"
"0569","3480","53","M",""
"0570","3480","46","M","41628"
"0571","8900","42","M","35109"
"0572","8900","50","M",""
"0573","4060","68","M",""
"0574","2800","46","M","41133"
"0575","2100","49","M",""
"0576","7500","73","M","31752"
"0577","3480","49","M","41322"
"0578","4130","43","M","50451"
"0579","2670","62","M",""
"0580","2200","64","M","42013"
"0581","5230","65","M","25806"
"0582","2100","70","M","41721"
"0583","2200","71","M",""
"0584","2750","57","M","31405"
"0585","2620","60","M",""
"0586","2620","57","M","35427"
"0587","2100","65","M","41605"
"0588","2100","67","M","33439"
"0589","2620","62","M","32335"
"0590","2000","55","M","33111"
"0591","2620","57","M","35001"
"0592","2740","64","M","31943"
"0593","3400","48","M","41418"
"0594","5220","49","M",""
"0595","2770","49","M","35628"
"0596","7500","52","M","34755"
"0597","7100","56","M","40205"
"0598","8464","46","M","35131"
"0599","4220","58","M","25944"
"0601","2620","63","M","40426"
"0602","2605","63","M","33731"
"0603","8240","57","M","42453"
"0604","9400","48","M","34639"
"0605","2670","47","K","43822"
"0606","5000","52","K","33354"
"0607","3000","61","M","32819"
"0608","5000","72","M","41149"
"0609","2670","43","M","35251"
"0610","4291","55","M","41259"
"0611","2650","57","M","35009"
"0612","2830","49","M","41352"
"0613","6400","47","M","30704"
"0614","5000","37","M","34330"
"0615","8900","68","M","40035"
"0616","8900","63","M","51024"
"0617","8900","62","M",""
"0618","8900","53","M","32644"
